segment_id,file_id,channel_id,platform,youtube_id,source_url,tiktok_handle,local_filename,start_time,end_time,duration,region,provenance_region,speaker_id,split,channel_split,snr_db,speech_ratio,quality
49552,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,510.567,514.448,3.881,Tripolitania,Tripolitania,spk_00307,train,train,9.47,0.9389,noisy
49553,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,591.736,595.769,4.033,Tripolitania,Tripolitania,spk_00033,train,train,18.65,0.9916,clean
49554,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,604.628,607.649,3.021,Tripolitania,Tripolitania,spk_00033,train,train,18.31,0.9464,clean
49555,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,613.218,621.082,7.864,Tripolitania,Tripolitania,spk_00033,train,train,19.11,0.9916,clean
49556,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,701.12,709.72,8.6,Tripolitania,Tripolitania,spk_00307,train,train,11.23,0.9472,noisy
49557,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,720.762,726.078,5.316,Tripolitania,Tripolitania,spk_00307,train,train,10.84,0.9936,noisy
49558,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,820.966,828.003,7.037,Tripolitania,Tripolitania,spk_00033,train,train,15.56,0.9906,clean
49559,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,835.057,843.511,8.454,Tripolitania,Tripolitania,spk_00033,train,train,25.72,0.9269,clean
49560,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,849.13,854.21,5.08,Tripolitania,Tripolitania,spk_00033,train,train,23.64,0.9736,clean
49561,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,872.553,882.543,9.99,Tripolitania,Tripolitania,spk_00033,train,train,20.25,0.8997,clean
49562,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,888.061,892.989,4.928,Tripolitania,Tripolitania,spk_00033,train,train,20.21,0.9996,clean
49563,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,898.625,904.497,5.872,Tripolitania,Tripolitania,spk_00033,train,train,19.27,0.9384,clean
49564,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,962.651,967.451,4.8,Tripolitania,Tripolitania,spk_00033,train,train,20.19,0.8592,clean
49565,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,967.451,972.774,5.323,Tripolitania,Tripolitania,spk_00033,train,train,14.81,0.901,noisy
49566,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,987.59,997.09,9.5,Tripolitania,Tripolitania,spk_00033,train,train,23.14,0.9046,clean
49567,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,999.233,1003.033,3.8,Tripolitania,Tripolitania,spk_00033,train,train,27.78,0.8484,clean
49568,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1003.033,1009.733,6.7,Tripolitania,Tripolitania,spk_00033,train,train,19.78,0.8946,clean
49569,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1009.733,1016.074,6.341,Tripolitania,Tripolitania,spk_00033,train,train,25.62,0.9694,clean
49570,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1035.682,1044.205,8.523,Tripolitania,Tripolitania,spk_00033,train,train,13.76,0.882,noisy
49571,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1097.952,1101.344,3.392,Tripolitania,Tripolitania,spk_00018,train,train,19.4,0.99,clean
49572,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1104.837,1114.118,9.281,Tripolitania,Tripolitania,spk_00018,train,train,22.0,0.9511,clean
49573,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1114.624,1121.172,6.548,Tripolitania,Tripolitania,spk_00018,train,train,19.49,0.9847,clean
49574,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1122.016,1131.616,9.6,Tripolitania,Tripolitania,spk_00018,train,train,24.09,0.9556,clean
49575,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1574.522,1578.822,4.3,Tripolitania,Tripolitania,spk_00307,train,train,28.93,0.8944,clean
49576,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1578.822,1588.205,9.383,Tripolitania,Tripolitania,spk_00307,train,train,25.77,0.993,clean
49577,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1589.977,1593.47,3.493,Tripolitania,Tripolitania,spk_00018,train,train,29.59,0.7601,clean
49578,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1596.288,1602.92,6.632,Tripolitania,Tripolitania,spk_00307,train,train,30.25,0.9798,clean
49579,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1621.06,1629.768,8.708,Tripolitania,Tripolitania,spk_00018,train,train,27.3,0.929,clean
49580,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1636.383,1642.12,5.737,Tripolitania,Tripolitania,spk_00018,train,train,24.26,0.9662,clean
49581,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1722.176,1729.87,7.694,Tripolitania,Tripolitania,spk_00018,train,train,28.29,0.9576,clean
49582,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1737.65,1742.05,4.4,Tripolitania,Tripolitania,spk_00018,train,train,27.34,0.8895,clean
49583,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1742.05,1748.65,6.6,Tripolitania,Tripolitania,spk_00018,train,train,21.34,0.99,clean
49584,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1748.65,1758.203,9.553,Tripolitania,Tripolitania,spk_00018,train,train,31.52,0.9692,clean
49585,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1758.912,1765.212,6.3,Tripolitania,Tripolitania,spk_00018,train,train,32.4,0.8863,clean
49586,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1765.212,1775.18,9.968,Tripolitania,Tripolitania,spk_00018,train,train,40.08,0.9023,clean
49587,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1778.083,1782.283,4.2,Tripolitania,Tripolitania,spk_00018,train,train,35.0,0.93,clean
49588,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1782.283,1792.223,9.94,Tripolitania,Tripolitania,spk_00018,train,train,23.77,0.9934,clean
49589,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1801.842,1805.976,4.134,Tripolitania,Tripolitania,spk_00033,train,train,16.5,0.7886,clean
49590,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1808.036,1817.536,9.5,Tripolitania,Tripolitania,spk_00033,train,train,18.13,0.9998,clean
49591,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1817.536,1824.067,6.531,Tripolitania,Tripolitania,spk_00033,train,train,25.24,0.925,clean
49592,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1831.002,1834.141,3.139,Tripolitania,Tripolitania,spk_00033,train,train,17.36,0.9688,clean
49593,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1837.094,1843.0,5.906,Tripolitania,Tripolitania,spk_00033,train,train,22.61,0.9008,clean
49594,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1854.728,1860.027,5.299,Tripolitania,Tripolitania,spk_00307,train,train,17.72,0.9687,clean
49595,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1862.98,1870.506,7.526,Tripolitania,Tripolitania,spk_00033,train,train,20.34,0.9567,clean
49596,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1871.215,1879.416,8.201,Tripolitania,Tripolitania,spk_00033,train,train,21.46,0.9524,clean
49597,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1900.863,1905.961,5.098,Tripolitania,Tripolitania,spk_00033,train,train,18.54,0.8356,clean
49598,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1906.822,1911.361,4.539,Tripolitania,Tripolitania,spk_00033,train,train,17.94,0.8718,clean
49599,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1912.289,1915.715,3.426,Tripolitania,Tripolitania,spk_00033,train,train,13.3,0.9714,noisy
49600,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1935.745,1939.373,3.628,Tripolitania,Tripolitania,spk_00018,train,train,17.65,0.9994,clean
49601,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1939.374,1946.883,7.509,Tripolitania,Tripolitania,spk_00033,train,train,19.6,0.9134,clean
49602,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1949.11,1952.333,3.223,Tripolitania,Tripolitania,spk_00033,train,train,20.36,0.92,clean
49603,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1966.981,1970.081,3.1,Tripolitania,Tripolitania,spk_00033,train,train,21.88,0.8645,clean
49604,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1970.081,1976.581,6.5,Tripolitania,Tripolitania,spk_00033,train,train,20.9,0.9012,clean
49605,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1976.581,1983.381,6.8,Tripolitania,Tripolitania,spk_00033,train,train,19.07,0.9715,clean
49606,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,1992.142,1998.487,6.345,Tripolitania,Tripolitania,spk_00033,train,train,13.69,0.9177,noisy
49607,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2000.849,2009.0,8.151,Tripolitania,Tripolitania,spk_00033,train,train,16.16,0.9168,clean
49608,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2061.97,2065.396,3.426,Tripolitania,Tripolitania,spk_00033,train,train,24.0,0.8021,clean
49609,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2068.096,2072.602,4.506,Tripolitania,Tripolitania,spk_00018,train,train,17.25,0.8424,clean
49610,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2073.75,2082.17,8.42,Tripolitania,Tripolitania,spk_00018,train,train,19.73,0.766,clean
49611,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2083.149,2086.54,3.391,Tripolitania,Tripolitania,spk_00018,train,train,24.02,1.0,clean
49612,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2090.894,2099.094,8.2,Tripolitania,Tripolitania,spk_00018,train,train,21.27,0.8539,clean
49613,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2099.094,2106.723,7.629,Tripolitania,Tripolitania,spk_00018,train,train,16.27,0.8331,clean
49614,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2106.031,2109.642,3.611,Tripolitania,Tripolitania,spk_00018,train,train,14.22,0.7868,noisy
49615,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2113.946,2118.552,4.606,Tripolitania,Tripolitania,spk_00018,train,train,19.3,0.9284,clean
49616,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2121.978,2125.319,3.341,Tripolitania,Tripolitania,spk_00018,train,train,28.0,0.9024,clean
49617,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2130.939,2134.937,3.998,Tripolitania,Tripolitania,spk_00018,train,train,28.23,0.8944,clean
49618,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2136.727,2143.797,7.07,Tripolitania,Tripolitania,spk_00018,train,train,17.81,0.8306,clean
49619,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2145.113,2148.607,3.494,Tripolitania,Tripolitania,spk_00018,train,train,17.07,0.8243,clean
49620,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2152.252,2156.116,3.864,Tripolitania,Tripolitania,spk_00018,train,train,7.94,0.9249,noisy
49621,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2174.628,2178.374,3.746,Tripolitania,Tripolitania,spk_00033,train,train,16.02,0.9995,clean
49622,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2178.475,2182.474,3.999,Tripolitania,Tripolitania,spk_00018,train,train,14.86,0.8465,noisy
49623,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2182.981,2192.009,9.028,Tripolitania,Tripolitania,spk_00018,train,train,20.57,0.9781,clean
49624,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2193.477,2196.777,3.3,Tripolitania,Tripolitania,spk_00307,train,train,20.16,0.9497,clean
49625,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2196.777,2205.777,9.0,Tripolitania,Tripolitania,spk_00307,train,train,16.65,0.8669,clean
49626,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2205.777,2211.972,6.195,Tripolitania,Tripolitania,spk_00307,train,train,18.65,0.7918,clean
49627,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2211.972,2218.385,6.413,Tripolitania,Tripolitania,spk_00018,train,train,22.41,0.9535,clean
49628,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2223.38,2231.953,8.573,Tripolitania,Tripolitania,spk_00018,train,train,21.27,0.8556,clean
49629,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2232.526,2236.897,4.371,Tripolitania,Tripolitania,spk_00018,train,train,13.22,0.8952,noisy
49630,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2243.63,2250.11,6.48,Tripolitania,Tripolitania,spk_00033,train,train,17.88,0.909,clean
49631,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2251.24,2254.261,3.021,Tripolitania,Tripolitania,spk_00018,train,train,19.48,0.9133,clean
49632,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2254.025,2262.925,8.9,Tripolitania,Tripolitania,spk_00033,train,train,21.67,0.9315,clean
49633,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2262.925,2270.725,7.8,Tripolitania,Tripolitania,spk_00033,train,train,21.66,0.8769,clean
49634,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2277.225,2281.126,3.901,Tripolitania,Tripolitania,spk_00033,train,train,24.56,0.9328,clean
49635,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2326.148,2336.054,9.906,Tripolitania,Tripolitania,spk_00018,train,train,30.13,0.8823,clean
49636,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2346.01,2349.605,3.595,Tripolitania,Tripolitania,spk_00018,train,train,20.14,0.8737,clean
49637,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2353.891,2361.704,7.813,Tripolitania,Tripolitania,spk_00033,train,train,23.29,0.9163,clean
49638,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2364.438,2370.192,5.754,Tripolitania,Tripolitania,spk_00033,train,train,12.43,0.96,noisy
49639,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2371.306,2380.106,8.8,Tripolitania,Tripolitania,spk_00033,train,train,20.61,0.9407,clean
49640,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2389.615,2393.361,3.746,Tripolitania,Tripolitania,spk_00033,train,train,21.65,0.9824,clean
49641,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2393.885,2398.036,4.151,Tripolitania,Tripolitania,spk_00018,train,train,11.19,0.9841,noisy
49642,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2478.277,2481.517,3.24,Tripolitania,Tripolitania,spk_00307,train,train,17.39,0.9895,clean
49643,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2516.093,2523.569,7.476,Tripolitania,Tripolitania,spk_00033,train,train,23.4,0.9302,clean
49644,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2524.463,2529.663,5.2,Tripolitania,Tripolitania,spk_00033,train,train,22.5,0.8881,clean
49645,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2529.663,2538.963,9.3,Tripolitania,Tripolitania,spk_00033,train,train,24.15,0.9374,clean
49646,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2538.963,2547.463,8.5,Tripolitania,Tripolitania,spk_00033,train,train,24.48,0.8762,clean
49647,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2547.463,2553.063,5.6,Tripolitania,Tripolitania,spk_00033,train,train,23.81,0.9768,clean
49648,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2553.063,2558.063,5.0,Tripolitania,Tripolitania,spk_00033,train,train,19.05,0.8844,clean
49649,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2558.063,2564.463,6.4,Tripolitania,Tripolitania,spk_00033,train,train,20.65,0.9441,clean
49650,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2564.463,2570.463,6.0,Tripolitania,Tripolitania,spk_00033,train,train,19.95,0.925,clean
49651,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2570.463,2576.063,5.6,Tripolitania,Tripolitania,spk_00033,train,train,19.95,0.9596,clean
49652,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2576.063,2582.463,6.4,Tripolitania,Tripolitania,spk_00033,train,train,23.23,0.9447,clean
49653,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2592.065,2601.865,9.8,Tripolitania,Tripolitania,spk_00018,train,train,29.83,0.9369,clean
49654,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2601.987,2605.887,3.9,Tripolitania,Tripolitania,spk_00033,train,train,26.85,0.9082,clean
49655,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2605.887,2614.087,8.2,Tripolitania,Tripolitania,spk_00033,train,train,27.49,0.8929,clean
49656,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2709.917,2715.817,5.9,Tripolitania,Tripolitania,spk_00033,train,train,25.49,0.8749,clean
49657,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2715.817,2723.117,7.3,Tripolitania,Tripolitania,spk_00033,train,train,20.88,0.929,clean
49658,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2723.117,2731.617,8.5,Tripolitania,Tripolitania,spk_00033,train,train,26.63,0.9471,clean
49659,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2731.617,2740.417,8.8,Tripolitania,Tripolitania,spk_00033,train,train,27.58,0.967,clean
49660,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2740.417,2746.517,6.1,Tripolitania,Tripolitania,spk_00033,train,train,24.15,0.9472,clean
49661,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2746.517,2752.617,6.1,Tripolitania,Tripolitania,spk_00033,train,train,30.75,0.9098,clean
49662,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2752.617,2761.186,8.569,Tripolitania,Tripolitania,spk_00033,train,train,28.67,0.9475,clean
49663,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2771.817,2776.917,5.1,Tripolitania,Tripolitania,spk_00033,train,train,35.07,0.9424,clean
49664,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2776.917,2785.417,8.5,Tripolitania,Tripolitania,spk_00033,train,train,35.06,0.924,clean
49665,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2791.217,2798.935,7.718,Tripolitania,Tripolitania,spk_00033,train,train,24.89,0.8914,clean
49666,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2804.96,2809.786,4.826,Tripolitania,Tripolitania,spk_00018,train,train,20.98,0.9996,clean
49667,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2813.313,2816.924,3.611,Tripolitania,Tripolitania,spk_00018,train,train,20.04,0.9906,clean
49668,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2865.608,2872.425,6.817,Tripolitania,Tripolitania,spk_00018,train,train,18.86,0.9475,clean
49669,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2929.548,2933.429,3.881,Tripolitania,Tripolitania,spk_00018,train,train,11.66,0.8243,noisy
49670,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2957.037,2960.074,3.037,Tripolitania,Tripolitania,spk_00018,train,train,12.12,0.8729,noisy
49671,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,2960.581,2963.635,3.054,Tripolitania,Tripolitania,spk_00018,train,train,12.14,0.9142,noisy
49672,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,3001.115,3009.012,7.897,Tripolitania,Tripolitania,spk_00018,train,train,16.22,0.8518,clean
49673,5adc36705891,افلام_وثمتليات_ليبية,youtube,xAQhliwMPhw,,,,3010.463,3013.973,3.51,Tripolitania,Tripolitania,spk_00018,train,train,18.85,0.8707,clean
49674,86f87be2f658,افلام_وثمتليات_ليبية,youtube,XOB5Uyrlyys,,,,649.921,653.499,3.578,Tripolitania,Tripolitania,spk_00018,train,train,25.4,0.9905,clean
49675,86f87be2f658,افلام_وثمتليات_ليبية,youtube,XOB5Uyrlyys,,,,1094.813,1099.234,4.421,Tripolitania,Tripolitania,spk_00018,train,train,10.92,0.8539,noisy
49676,86f87be2f658,افلام_وثمتليات_ليبية,youtube,XOB5Uyrlyys,,,,1255.075,1258.416,3.341,Tripolitania,Tripolitania,spk_00018,train,train,14.24,0.7683,noisy
49677,86f87be2f658,افلام_وثمتليات_ليبية,youtube,XOB5Uyrlyys,,,,1771.535,1775.754,4.219,Tripolitania,Tripolitania,spk_00018,train,train,17.08,0.9455,clean
49678,86f87be2f658,افلام_وثمتليات_ليبية,youtube,XOB5Uyrlyys,,,,1780.647,1785.828,5.181,Tripolitania,Tripolitania,spk_00018,train,train,18.32,0.907,clean
49679,86f87be2f658,افلام_وثمتليات_ليبية,youtube,XOB5Uyrlyys,,,,2212.208,2216.934,4.726,Tripolitania,Tripolitania,spk_00018,train,train,17.06,0.9513,clean
49680,86f87be2f658,افلام_وثمتليات_ليبية,youtube,XOB5Uyrlyys,,,,2235.968,2243.95,7.982,Tripolitania,Tripolitania,spk_00018,train,train,19.16,0.9875,clean
49681,86f87be2f658,افلام_وثمتليات_ليبية,youtube,XOB5Uyrlyys,,,,2318.369,2324.275,5.906,Tripolitania,Tripolitania,spk_00018,train,train,24.24,0.8622,clean
49682,86f87be2f658,افلام_وثمتليات_ليبية,youtube,XOB5Uyrlyys,,,,2496.704,2499.978,3.274,Tripolitania,Tripolitania,spk_00018,train,train,15.61,0.8125,clean
49683,86f87be2f658,افلام_وثمتليات_ليبية,youtube,XOB5Uyrlyys,,,,3596.33,3599.773,3.443,Tripolitania,Tripolitania,spk_00018,train,train,21.55,0.7752,clean
49684,86f87be2f658,افلام_وثمتليات_ليبية,youtube,XOB5Uyrlyys,,,,3649.537,3659.273,9.736,Tripolitania,Tripolitania,spk_00018,train,train,24.26,0.7549,clean
49685,86f87be2f658,افلام_وثمتليات_ليبية,youtube,XOB5Uyrlyys,,,,3659.915,3662.919,3.004,Tripolitania,Tripolitania,spk_00018,train,train,25.97,0.8595,clean
49686,86f87be2f658,افلام_وثمتليات_ليبية,youtube,XOB5Uyrlyys,,,,3663.661,3666.664,3.003,Tripolitania,Tripolitania,spk_00018,train,train,24.08,0.8155,clean
49687,86f87be2f658,افلام_وثمتليات_ليبية,youtube,XOB5Uyrlyys,,,,3977.03,3980.523,3.493,Tripolitania,Tripolitania,spk_00018,train,train,18.16,0.8895,clean
49688,86f87be2f658,افلام_وثمتليات_ليبية,youtube,XOB5Uyrlyys,,,,4416.016,4420.117,4.101,Tripolitania,Tripolitania,spk_00018,train,train,9.49,0.9839,noisy
49689,86f87be2f658,افلام_وثمتليات_ليبية,youtube,XOB5Uyrlyys,,,,5372.238,5377.975,5.737,Tripolitania,Tripolitania,spk_00018,train,train,14.4,0.7528,noisy
49690,86f87be2f658,افلام_وثمتليات_ليبية,youtube,XOB5Uyrlyys,,,,6138.599,6143.189,4.59,Tripolitania,Tripolitania,spk_00018,train,train,19.72,0.8941,clean
49691,ad959942ce6d,افلام_وثمتليات_ليبية,youtube,YcGgFurn4ao,,,,44.311,47.956,3.645,Tripolitania,Tripolitania,spk_00018,train,train,19.12,0.9643,clean
49692,ad959942ce6d,افلام_وثمتليات_ليبية,youtube,YcGgFurn4ao,,,,391.075,397.758,6.683,Tripolitania,Tripolitania,spk_00018,train,train,31.21,0.9219,clean
49693,ad959942ce6d,افلام_وثمتليات_ليبية,youtube,YcGgFurn4ao,,,,400.154,405.031,4.877,Tripolitania,Tripolitania,spk_00033,train,train,29.58,0.8374,clean
49694,ad959942ce6d,افلام_وثمتليات_ليبية,youtube,YcGgFurn4ao,,,,408.271,417.434,9.163,Tripolitania,Tripolitania,spk_00018,train,train,40.72,0.8618,clean
49695,ad959942ce6d,افلام_وثمتليات_ليبية,youtube,YcGgFurn4ao,,,,417.569,425.77,8.201,Tripolitania,Tripolitania,spk_00033,train,train,26.39,0.8934,clean
49696,ad959942ce6d,افلام_وثمتليات_ليبية,youtube,YcGgFurn4ao,,,,432.757,439.22,6.463,Tripolitania,Tripolitania,spk_00018,train,train,10.81,0.9694,noisy
49697,ad959942ce6d,افلام_وثمتليات_ليبية,youtube,YcGgFurn4ao,,,,440.654,446.037,5.383,Tripolitania,Tripolitania,spk_00018,train,train,14.75,0.9877,noisy
49698,ad959942ce6d,افلام_وثمتليات_ليبية,youtube,YcGgFurn4ao,,,,448.45,455.96,7.51,Tripolitania,Tripolitania,spk_00018,train,train,22.35,0.9433,clean
